"","vote16","reltrad","age"
"775","Donald Trump","Evangelical",69
"776","Donald Trump","Evangelical",70
"777","Not Vote","Evangelical",65
"778","Donald Trump","Evangelical",79
"779","Donald Trump","Evangelical",77
"780","Donald Trump","Evangelical",74
"781","Donald Trump","Evangelical",78
"782","Donald Trump","Evangelical",76
"783","Hillary Clinton","Evangelical",68
"784","Donald Trump","Evangelical",47
"785",NA,"Evangelical",60
"786","Donald Trump","Evangelical",56
"787","Donald Trump","Evangelical",59
"788","Donald Trump","Evangelical",50
"789","Donald Trump","Evangelical",56
"790",NA,"Evangelical",55
"791","Hillary Clinton","Evangelical",61
"792","Hillary Clinton","Evangelical",31
"793","Donald Trump","Evangelical",36
"794","Donald Trump","Evangelical",69
"795","Hillary Clinton","Evangelical",29
"796","Donald Trump","Evangelical",32
"797","Donald Trump","Evangelical",68
"798","Donald Trump","Evangelical",70
"799","Donald Trump","Evangelical",83
"800","Donald Trump","Evangelical",90
"801","Hillary Clinton","Evangelical",67
"802","Hillary Clinton","Evangelical",66
"803","Jill Stein","Evangelical",60
"804","Hillary Clinton","Evangelical",47
"805","Donald Trump","Evangelical",59
"806","Donald Trump","Evangelical",64
"807","Donald Trump","Evangelical",61
"808","Donald Trump","Evangelical",64
"809","Donald Trump","Evangelical",54
"810","Donald Trump","Evangelical",61
"811","Donald Trump","Evangelical",58
"812","Donald Trump","Evangelical",57
"813","Donald Trump","Evangelical",60
"814","Hillary Clinton","Evangelical",56
"815","Donald Trump","Evangelical",74
"816","Donald Trump","Evangelical",72
"817","Donald Trump","Evangelical",71
"818","Donald Trump","Evangelical",69
"819","Donald Trump","Evangelical",80
"820","Donald Trump","Evangelical",70
"821","Donald Trump","Evangelical",74
"822","Donald Trump","Evangelical",71
"823","Donald Trump","Evangelical",66
"824","Hillary Clinton","Evangelical",66
"825",NA,"Evangelical",41
"826","Donald Trump","Evangelical",56
"827","Donald Trump","Evangelical",63
"828","Gary Johnson","Evangelical",56
"829","Donald Trump","Evangelical",63
"830","Hillary Clinton","Evangelical",47
"831",NA,"Evangelical",44
"832","Hillary Clinton","Evangelical",59
"833","Other","Evangelical",28
"834","Hillary Clinton","Evangelical",42
"835","Donald Trump","Evangelical",70
"836","Hillary Clinton","Evangelical",66
"837",NA,"Evangelical",39
"838","Donald Trump","Evangelical",42
"839","Donald Trump","Evangelical",36
"840","Donald Trump","Evangelical",34
"841","Hillary Clinton","Evangelical",38
"842","Donald Trump","Evangelical",95
"843","Donald Trump","Evangelical",68
"844","Donald Trump","Evangelical",69
"845",NA,"Evangelical",25
"846","Donald Trump","Evangelical",60
"847","Donald Trump","Evangelical",56
"848","Donald Trump","Evangelical",57
"849","Hillary Clinton","Evangelical",49
"850","Donald Trump","Evangelical",62
"851","Donald Trump","Evangelical",57
"852","Donald Trump","Evangelical",52
"853","Hillary Clinton","Evangelical",51
"854","Donald Trump","Evangelical",70
"855",NA,"Evangelical",67
"856",NA,"Evangelical",75
"857",NA,"Evangelical",72
"858","Jill Stein","Evangelical",69
"859","Donald Trump","Evangelical",70
"860","Donald Trump","Evangelical",68
"861","Hillary Clinton","Evangelical",69
"862","Donald Trump","Evangelical",71
"863","Donald Trump","Evangelical",73
"864",NA,"Evangelical",32
"865","Donald Trump","Evangelical",47
"866","Donald Trump","Evangelical",53
"867","Donald Trump","Evangelical",64
"868",NA,"Evangelical",29
"869","Hillary Clinton","Evangelical",60
"870","Hillary Clinton","Evangelical",72
"871","Hillary Clinton","Evangelical",59
"872",NA,"Evangelical",72
"873","Donald Trump","Evangelical",30
"874","Donald Trump","Evangelical",35
"875","Donald Trump","Evangelical",48
"876","Donald Trump","Evangelical",73
"877",NA,"Evangelical",50
"878","Gary Johnson","Evangelical",61
"879","Donald Trump","Evangelical",64
"880","Hillary Clinton","Evangelical",54
"881","Donald Trump","Evangelical",58
"882","Donald Trump","Evangelical",63
"883","Donald Trump","Evangelical",54
"884","Donald Trump","Evangelical",51
"885","Donald Trump","Evangelical",54
"886","Donald Trump","Evangelical",60
"887","Hillary Clinton","Evangelical",53
"888","Donald Trump","Evangelical",46
"889","Hillary Clinton","Evangelical",51
"890","Donald Trump","Evangelical",60
"891",NA,"Evangelical",52
"892","Donald Trump","Evangelical",73
"893","Hillary Clinton","Evangelical",80
"894","Donald Trump","Evangelical",69
"895","Donald Trump","Evangelical",73
"896","Donald Trump","Evangelical",78
"897","Donald Trump","Evangelical",66
"898","Donald Trump","Evangelical",69
"899","Donald Trump","Evangelical",33
"900","Hillary Clinton","Evangelical",44
"901","Hillary Clinton","Evangelical",51
"902","Donald Trump","Evangelical",53
"903","Donald Trump","Evangelical",51
"904","Donald Trump","Evangelical",51
"905",NA,"Evangelical",49
"906","Donald Trump","Evangelical",50
"907","Hillary Clinton","Evangelical",45
"908",NA,"Evangelical",54
"909","Hillary Clinton","Evangelical",57
"910","Hillary Clinton","Evangelical",51
"911","Hillary Clinton","Evangelical",59
"912","Donald Trump","Evangelical",66
"913","Donald Trump","Evangelical",68
"914","Gary Johnson","Evangelical",70
"915","Donald Trump","Evangelical",77
"916","Donald Trump","Evangelical",77
"917","Donald Trump","Evangelical",57
"918",NA,"Evangelical",48
"919","Donald Trump","Evangelical",61
"920","Donald Trump","Evangelical",72
"921","Donald Trump","Evangelical",51
"922","Donald Trump","Evangelical",54
"923","Donald Trump","Evangelical",50
"924","Donald Trump","Evangelical",45
"925","Other","Evangelical",57
"926","Hillary Clinton","Evangelical",45
"927","Donald Trump","Evangelical",53
"928","Donald Trump","Evangelical",71
"929","Donald Trump","Evangelical",67
"930","Donald Trump","Evangelical",83
"931","Other","Evangelical",68
"932","Donald Trump","Evangelical",69
"933","Donald Trump","Evangelical",65
"934","Donald Trump","Evangelical",63
"935","Hillary Clinton","Evangelical",58
"936","Donald Trump","Evangelical",48
"937","Gary Johnson","Evangelical",27
"938","Hillary Clinton","Evangelical",39
"939","Donald Trump","Evangelical",92
"940","Donald Trump","Evangelical",72
"941","Hillary Clinton","Evangelical",67
"942","Donald Trump","Evangelical",71
"943",NA,"Evangelical",50
"944","Donald Trump","Evangelical",57
"945","Donald Trump","Evangelical",55
"946","Donald Trump","Evangelical",58
"947","Donald Trump","Evangelical",60
"948","Donald Trump","Evangelical",61
"949","Gary Johnson","Evangelical",64
"950","Donald Trump","Evangelical",57
"951",NA,"Evangelical",47
"952",NA,"Evangelical",58
"953","Donald Trump","Evangelical",56
"954","Donald Trump","Evangelical",79
"955","Donald Trump","Evangelical",86
"956","Hillary Clinton","Evangelical",83
"957","Hillary Clinton","Evangelical",73
"958","Donald Trump","Evangelical",73
"959","Donald Trump","Evangelical",74
"960","Donald Trump","Evangelical",66
"961","Donald Trump","Evangelical",68
"962","Donald Trump","Evangelical",78
"963",NA,"Evangelical",77
"964","Donald Trump","Evangelical",86
"965","Hillary Clinton","Evangelical",43
"966",NA,"Evangelical",37
"967","Donald Trump","Evangelical",53
"968","Donald Trump","Evangelical",54
"969","Hillary Clinton","Evangelical",56
"970","Donald Trump","Evangelical",51
"971","Donald Trump","Evangelical",45
"972",NA,"Evangelical",48
"973",NA,"Evangelical",52
"974",NA,"Evangelical",22
"975","Donald Trump","Evangelical",54
"976","Donald Trump","Evangelical",76
"977","Donald Trump","Evangelical",62
"978","Donald Trump","Evangelical",55
"979","Hillary Clinton","Evangelical",40
"980","Hillary Clinton","Evangelical",48
"981","Hillary Clinton","Evangelical",47
"982",NA,"Evangelical",63
"983","Donald Trump","Evangelical",31
"984","Gary Johnson","Evangelical",32
"985",NA,"Evangelical",58
"986","Donald Trump","Evangelical",45
"987","Donald Trump","Evangelical",61
"988",NA,"Evangelical",60
"989","Donald Trump","Evangelical",72
"990","Donald Trump","Evangelical",83
"991","Donald Trump","Evangelical",66
"992","Donald Trump","Evangelical",75
"993","Donald Trump","Evangelical",83
"994","Donald Trump","Evangelical",72
"995","Donald Trump","Evangelical",49
"996",NA,"Evangelical",63
"997",NA,"Evangelical",61
"998","Donald Trump","Evangelical",57
"999","Donald Trump","Evangelical",63
"1000","Donald Trump","Evangelical",60
"1001","Donald Trump","Evangelical",54
"1002","Hillary Clinton","Evangelical",67
"1003","Donald Trump","Evangelical",85
"1004","Hillary Clinton","Evangelical",73
"1005","Donald Trump","Evangelical",63
"1006",NA,"Evangelical",52
"1007","Hillary Clinton","Evangelical",63
"1008","Donald Trump","Evangelical",54
"1009","Donald Trump","Evangelical",52
"1010","Donald Trump","Evangelical",60
"1011","Donald Trump","Evangelical",59
"1012",NA,"Evangelical",63
"1013",NA,"Evangelical",54
"1014","Donald Trump","Evangelical",68
"1015","Donald Trump","Evangelical",78
"1016","Donald Trump","Evangelical",77
"1017","Donald Trump","Evangelical",65
"1018","Donald Trump","Evangelical",77
"1019","Donald Trump","Evangelical",84
"1020","Donald Trump","Evangelical",53
"1021","Donald Trump","Evangelical",53
"1022","Donald Trump","Evangelical",60
"1023","Donald Trump","Evangelical",53
"1024","Hillary Clinton","Evangelical",64
"1025","Donald Trump","Evangelical",28
"1026","Hillary Clinton","Evangelical",61
"1027",NA,"Evangelical",27
"1028","Hillary Clinton","Evangelical",59
"1029","Hillary Clinton","Evangelical",52
"1030",NA,"Evangelical",27
"1031","Donald Trump","Evangelical",48
"1032","Donald Trump","Evangelical",43
"1033","Hillary Clinton","Evangelical",38
"1034","Donald Trump","Evangelical",78
"1035","Hillary Clinton","Evangelical",54
"1036",NA,"Evangelical",38
"1037","Evan McMullin","Evangelical",32
"1038","Donald Trump","Evangelical",68
"1039","Donald Trump","Evangelical",82
"1040","Donald Trump","Evangelical",58
"1041",NA,"Evangelical",56
"1042","Donald Trump","Evangelical",59
"1043","Donald Trump","Evangelical",61
"1044","Hillary Clinton","Evangelical",62
"1045",NA,"Evangelical",60
"1046","Other","Evangelical",57
"1047","Hillary Clinton","Evangelical",64
"1048","Hillary Clinton","Evangelical",63
"1049","Hillary Clinton","Evangelical",63
"1050","Donald Trump","Evangelical",45
"1051","Donald Trump","Evangelical",60
"1052","Donald Trump","Evangelical",70
"1053","Donald Trump","Evangelical",70
"1054",NA,"Evangelical",76
"1055",NA,"Evangelical",75
"1056","Hillary Clinton","Evangelical",67
"1057","Donald Trump","Evangelical",61
"1058","Hillary Clinton","Evangelical",64
"1059","Donald Trump","Evangelical",63
"1060","Donald Trump","Evangelical",54
"1061","Hillary Clinton","Evangelical",50
"1062","Hillary Clinton","Evangelical",79
"1063","Hillary Clinton","Evangelical",74
"1064","Hillary Clinton","Evangelical",67
"1065","Hillary Clinton","Evangelical",80
"1066",NA,"Evangelical",68
"1067","Hillary Clinton","Evangelical",54
"1068",NA,"Evangelical",56
"1069","Donald Trump","Evangelical",61
"1070","Hillary Clinton","Evangelical",54
"1071","Donald Trump","Evangelical",45
"1072","Donald Trump","Evangelical",62
"1073","Donald Trump","Evangelical",62
"1074","Donald Trump","Evangelical",50
"1075","Donald Trump","Evangelical",58
"1076","Hillary Clinton","Evangelical",47
"1077","Donald Trump","Evangelical",64
"1078","Donald Trump","Evangelical",59
"1079","Donald Trump","Evangelical",62
"1080","Donald Trump","Evangelical",57
"1081","Donald Trump","Evangelical",76
"1082","Hillary Clinton","Evangelical",72
"1083","Donald Trump","Evangelical",70
"1084","Donald Trump","Evangelical",70
"1085","Donald Trump","Evangelical",76
"1086","Donald Trump","Evangelical",68
"1087","Donald Trump","Evangelical",75
"1088","Gary Johnson","Evangelical",68
"1089","Donald Trump","Evangelical",65
"1090","Donald Trump","Evangelical",71
"1091","Donald Trump","Evangelical",78
"1092","Donald Trump","Evangelical",53
"1093","Donald Trump","Evangelical",53
"1094","Donald Trump","Evangelical",57
"1095","Hillary Clinton","Evangelical",54
"1096","Hillary Clinton","Evangelical",57
"1097","Donald Trump","Evangelical",83
"1098","Hillary Clinton","Evangelical",66
"1099","Donald Trump","Evangelical",43
"1100","Donald Trump","Evangelical",20
"1101","Hillary Clinton","Evangelical",60
"1102","Hillary Clinton","Evangelical",56
"1103",NA,"Evangelical",27
"1104","Donald Trump","Evangelical",29
"1105","Hillary Clinton","Evangelical",64
"1106","Donald Trump","Evangelical",44
"1107","Hillary Clinton","Evangelical",62
"1108","Donald Trump","Evangelical",39
"1109",NA,"Evangelical",47
"1110","Donald Trump","Evangelical",30
"1111","Hillary Clinton","Evangelical",70
"1112",NA,"Evangelical",70
"1113","Donald Trump","Evangelical",80
"1114","Donald Trump","Evangelical",64
"1115","Donald Trump","Evangelical",63
"1116","Donald Trump","Evangelical",61
"1117","Donald Trump","Evangelical",56
"1118","Hillary Clinton","Evangelical",60
"1119","Hillary Clinton","Evangelical",58
"1120","Other","Evangelical",63
"1121","Donald Trump","Evangelical",51
"1122","Donald Trump","Evangelical",64
"1123","Donald Trump","Evangelical",68
"1124","Hillary Clinton","Evangelical",67
"1125","Donald Trump","Evangelical",80
"1126",NA,"Evangelical",71
"1127","Donald Trump","Evangelical",59
"1128","Donald Trump","Evangelical",64
"1129",NA,"Evangelical",66
"1130","Hillary Clinton","Evangelical",68
"1131","Donald Trump","Evangelical",32
"1132","Donald Trump","Evangelical",44
"1133","Gary Johnson","Evangelical",34
"1134","Not Sure","Evangelical",72
"1135","Donald Trump","Evangelical",62
"1136","Donald Trump","Evangelical",62
"1137","Donald Trump","Evangelical",54
"1138","Gary Johnson","Evangelical",62
"1139","Donald Trump","Evangelical",57
"1140","Donald Trump","Evangelical",60
"1141","Donald Trump","Evangelical",54
"1142","Donald Trump","Evangelical",49
"1143",NA,"Evangelical",45
"1144",NA,"Evangelical",55
"1145","Donald Trump","Evangelical",59
"1146","Jill Stein","Evangelical",64
"1147","Donald Trump","Evangelical",68
"1148","Donald Trump","Evangelical",67
"1149","Donald Trump","Evangelical",80
"1150","Donald Trump","Evangelical",78
"1151","Donald Trump","Evangelical",65
"1152","Hillary Clinton","Evangelical",66
"1153","Donald Trump","Evangelical",82
"1154","Donald Trump","Evangelical",66
"1155","Donald Trump","Evangelical",76
"1156","Hillary Clinton","Evangelical",73
"1157","Hillary Clinton","Evangelical",34
"1158","Donald Trump","Evangelical",60
"1159","Donald Trump","Evangelical",44
"1160","Hillary Clinton","Evangelical",52
"1161","Donald Trump","Evangelical",52
"1162","Hillary Clinton","Evangelical",22
"1163","Donald Trump","Evangelical",55
"1164","Donald Trump","Evangelical",58
"1165","Hillary Clinton","Evangelical",68
"1166",NA,"Evangelical",80
"1167","Donald Trump","Evangelical",61
"1168",NA,"Evangelical",85
"1169","Donald Trump","Evangelical",63
"1170","Donald Trump","Evangelical",74
"1171","Donald Trump","Evangelical",67
"1172","Donald Trump","Evangelical",66
"1173","Donald Trump","Evangelical",58
"1174","Donald Trump","Evangelical",63
"1175","Hillary Clinton","Evangelical",59
"1176","Hillary Clinton","Evangelical",61
"1177","Hillary Clinton","Evangelical",56
"1178","Donald Trump","Evangelical",51
"1179","Donald Trump","Evangelical",62
"1180","Donald Trump","Evangelical",62
"1181",NA,"Evangelical",53
"1182","Donald Trump","Evangelical",80
"1183","Donald Trump","Evangelical",70
"1184","Donald Trump","Evangelical",68
"1185","Donald Trump","Evangelical",65
"1186","Hillary Clinton","Evangelical",68
"1187","Hillary Clinton","Evangelical",72
"1188","Donald Trump","Evangelical",57
"1189","Donald Trump","Evangelical",38
"1190",NA,"Evangelical",40
"1191","Hillary Clinton","Evangelical",41
"1192","Donald Trump","Evangelical",70
"1193","Donald Trump","Evangelical",43
"1194","Hillary Clinton","Evangelical",40
"1195","Donald Trump","Evangelical",68
"1196","Donald Trump","Evangelical",83
"1197",NA,"Evangelical",91
"1198","Donald Trump","Evangelical",58
"1199","Donald Trump","Evangelical",60
"1200","Donald Trump","Evangelical",63
"1201","Donald Trump","Evangelical",51
"1202","Hillary Clinton","Evangelical",50
"1203",NA,"Evangelical",60
"1204","Other","Evangelical",66
"1205","Donald Trump","Evangelical",66
"1206","Donald Trump","Evangelical",84
"1207","Hillary Clinton","Evangelical",71
"1208","Other","Evangelical",77
"1209","Donald Trump","Evangelical",54
"1210","Donald Trump","Evangelical",45
"1211","Hillary Clinton","Evangelical",59
"1212","Donald Trump","Evangelical",58
"1213","Hillary Clinton","Evangelical",59
