"","religpew","pew_bornagain","pid7","race"
"1242",1,2,6,1
"1243",1,2,1,1
"1244",11,2,2,1
"1245",1,1,1,1
"1246",1,1,7,1
"1247",1,2,6,1
"1248",11,2,4,1
"1249",1,1,7,1
"1250",1,1,6,1
"1251",1,1,6,1
"1252",2,1,4,1
"1253",2,2,1,1
"1254",1,1,6,1
"1255",11,2,2,1
"1256",1,2,7,1
"1257",2,2,1,1
"1258",1,2,4,1
"1259",2,2,1,1
"1260",1,2,7,1
"1261",10,2,4,1
"1262",10,2,4,1
"1263",1,2,7,1
"1264",11,1,5,1
"1265",11,2,2,1
"1266",9,2,1,1
"1267",11,2,1,2
"1268",2,2,3,3
"1269",9,2,1,1
"1270",1,1,7,1
"1271",1,1,5,1
"1272",1,1,7,1
"1273",2,2,7,1
"1274",12,1,4,6
"1275",1,2,4,1
"1276",1,1,4,1
"1277",1,2,2,1
"1278",1,1,2,1
"1279",1,2,4,1
"1280",1,2,5,1
"1281",10,2,1,1
"1282",1,2,4,1
"1283",10,2,1,1
"1284",11,2,6,1
"1285",11,2,4,1
"1286",2,2,5,1
"1287",1,2,5,5
"1288",1,1,7,1
"1289",10,2,1,6
"1290",5,2,1,1
"1291",11,2,5,6
"1292",1,2,8,1
"1293",2,1,1,1
"1294",1,2,2,1
"1295",1,1,5,1
"1296",1,2,1,1
"1297",1,2,5,1
"1298",9,2,1,4
"1299",1,2,2,1
"1300",1,1,1,1
"1301",1,1,6,1
"1302",2,2,6,1
"1303",1,1,7,1
"1304",11,2,5,1
"1305",10,2,6,2
"1306",11,2,2,2
"1307",10,2,4,1
"1308",3,2,5,1
"1309",1,2,2,2
"1310",9,2,4,1
"1311",1,2,7,1
"1312",9,2,3,1
"1313",1,1,4,1
"1314",2,2,6,1
"1315",12,1,2,1
"1316",1,2,4,1
"1317",12,2,4,1
"1318",10,2,1,1
"1319",9,2,1,1
"1320",11,2,1,1
"1321",2,2,5,1
"1322",6,2,2,1
"1323",1,2,1,1
"1324",1,2,1,1
"1325",5,2,6,1
"1326",2,2,2,1
"1327",1,2,1,1
"1328",10,2,4,1
"1329",1,2,7,1
"1330",2,2,5,1
"1331",12,2,5,1
"1332",1,2,1,1
"1333",3,2,7,1
"1334",2,2,5,1
"1335",1,1,7,1
"1336",12,2,3,1
"1337",1,1,4,1
"1338",1,2,1,2
"1339",1,2,6,1
"1340",5,2,7,2
"1341",1,2,7,1
"1342",10,2,1,1
"1343",11,2,1,1
"1344",11,1,5,1
"1345",1,2,5,1
"1346",11,2,5,1
"1347",2,2,2,1
"1348",1,1,4,3
"1349",2,2,4,1
"1350",1,1,4,1
"1351",9,2,3,1
"1352",1,2,4,6
"1353",2,2,5,1
"1354",1,1,6,1
"1355",11,2,2,5
"1356",2,2,4,1
"1357",2,2,5,1
"1358",2,1,1,2
"1359",11,2,2,2
"1360",1,2,7,1
"1361",11,2,4,1
"1362",2,2,1,2
"1363",1,1,2,2
"1364",11,2,2,1
"1365",1,1,6,1
"1366",1,1,7,1
"1367",11,2,4,3
"1368",3,2,6,1
"1369",11,2,4,3
"1370",11,1,4,1
"1371",1,1,7,1
"1372",2,2,6,1
"1373",1,2,5,1
"1374",2,2,1,1
"1375",1,1,6,1
"1376",9,2,7,1
"1377",1,2,1,1
"1378",1,2,3,1
"1379",1,2,5,1
"1380",1,1,2,1
"1381",9,2,1,1
"1382",10,2,7,1
"1383",9,2,1,1
"1384",1,2,4,7
"1385",1,1,5,1
"1386",2,2,4,1
"1387",1,2,3,1
"1388",5,2,2,1
"1389",1,2,1,2
"1390",11,1,1,2
"1391",11,2,7,1
"1392",1,1,2,2
"1393",5,2,2,1
"1394",2,2,1,2
"1395",10,2,3,1
"1396",1,1,6,1
"1397",10,2,1,1
"1398",11,2,1,1
"1399",3,2,6,1
"1400",9,2,1,1
"1401",9,2,1,1
"1402",11,2,6,4
"1403",1,1,7,1
"1404",1,2,6,1
"1405",1,2,2,1
"1406",11,2,8,1
"1407",1,1,5,1
"1408",11,2,1,1
"1409",1,1,4,1
"1410",10,2,1,1
"1411",1,1,1,1
"1412",1,2,3,2
"1413",1,2,1,2
"1414",12,2,4,7
"1415",1,1,5,1
"1416",1,1,1,1
"1417",1,1,1,2
"1418",2,2,1,1
"1419",1,1,4,6
"1420",1,2,6,1
"1421",1,2,7,1
"1422",1,2,6,7
"1423",11,2,1,1
"1424",1,1,2,1
"1425",2,1,4,1
"1426",11,2,2,7
"1427",2,2,7,1
"1428",1,2,7,1
"1429",1,2,1,6
"1430",1,1,1,1
"1431",1,1,2,2
"1432",12,2,5,1
"1433",3,1,1,1
"1434",1,1,1,1
"1435",1,2,2,1
"1436",1,1,4,1
"1437",10,2,7,1
"1438",9,2,1,1
"1439",1,1,7,1
"1440",4,2,4,1
"1441",12,2,4,5
"1442",1,2,1,1
"1443",2,2,5,4
"1444",11,2,4,1
"1445",12,2,4,1
"1446",2,2,2,1
"1447",10,2,1,1
"1448",11,2,7,1
"1449",1,1,7,1
"1450",1,1,4,6
"1451",5,2,1,1
"1452",1,2,2,1
"1453",2,2,4,1
"1454",1,2,4,1
"1455",1,1,7,1
"1456",2,2,4,1
"1457",1,1,6,6
"1458",9,2,4,1
"1459",1,1,7,1
"1460",1,2,4,1
"1461",2,2,4,6
"1462",11,2,1,1
"1463",2,2,1,1
"1464",9,2,3,1
"1465",10,2,6,1
"1466",1,2,2,1
"1467",1,1,5,1
"1468",10,2,1,1
"1469",2,2,7,1
"1470",1,2,4,1
"1471",11,2,7,1
"1472",1,1,2,2
"1473",2,2,6,1
"1474",1,1,1,6
"1475",3,2,2,2
"1476",1,2,3,1
"1477",2,2,6,1
"1478",9,2,1,1
"1479",11,2,5,1
"1480",2,2,1,1
"1481",1,1,5,1
"1482",11,2,4,1
"1483",2,1,1,1
"1484",2,1,2,1
"1485",1,1,7,1
"1486",2,2,1,2
"1487",12,2,6,1
"1488",1,2,6,1
"1489",12,2,4,1
"1490",11,2,4,1
"1491",10,2,2,1
"1492",11,2,4,1
"1493",1,1,7,1
"1494",4,2,5,1
"1495",11,2,4,1
"1496",5,2,1,1
"1497",10,2,4,6
"1498",5,2,1,1
"1499",2,2,6,1
"1500",12,2,3,6
"1501",1,2,1,1
"1502",1,2,1,1
"1503",1,1,1,1
"1504",10,2,2,1
"1505",9,2,1,1
"1506",1,1,6,1
"1507",10,2,3,1
"1508",10,2,4,1
"1509",11,1,1,2
"1510",1,1,7,1
"1511",1,1,6,1
"1512",1,1,4,1
"1513",12,2,1,1
"1514",5,2,5,1
"1515",1,1,4,1
"1516",1,1,7,1
"1517",5,2,1,1
"1518",12,2,1,1
"1519",3,1,7,1
"1520",1,2,1,1
"1521",2,2,4,1
"1522",1,1,4,3
"1523",11,2,1,1
"1524",1,1,1,2
"1525",11,2,7,1
"1526",11,2,1,7
"1527",1,2,4,1
"1528",1,2,1,1
"1529",1,1,5,1
"1530",11,2,2,1
"1531",2,2,4,1
"1532",1,1,6,1
"1533",11,2,1,1
"1534",1,1,7,1
"1535",2,2,7,1
"1536",10,2,2,2
"1537",2,2,1,1
"1538",1,1,6,1
"1539",1,2,2,1
"1540",1,2,6,1
"1541",11,2,1,1
"1542",7,2,3,1
"1543",1,1,5,1
"1544",1,1,1,3
"1545",10,2,7,1
"1546",5,2,1,1
"1547",11,2,3,1
"1548",1,1,7,1
"1549",2,2,7,1
"1550",1,2,3,1
"1551",1,2,7,1
"1552",1,1,7,1
"1553",9,2,3,1
"1554",2,2,6,1
"1555",4,2,4,1
"1556",1,1,7,1
"1557",1,2,2,1
"1558",3,2,1,4
"1559",1,1,5,1
"1560",2,2,2,1
"1561",12,2,1,1
"1562",1,2,5,1
"1563",1,1,4,1
"1564",1,1,7,1
"1565",2,2,7,1
"1566",9,2,1,3
"1567",9,2,4,1
"1568",2,2,2,1
"1569",11,2,4,2
"1570",1,1,5,1
"1571",1,1,7,3
"1572",2,2,5,1
"1573",1,2,4,1
"1574",1,1,4,1
"1575",3,2,4,1
"1576",1,2,2,1
"1577",11,2,4,1
"1578",1,2,1,1
"1579",9,2,2,1
"1580",1,1,1,2
"1581",1,1,6,1
"1582",1,1,1,2
"1583",10,2,1,1
"1584",2,2,2,1
"1585",11,2,5,1
"1586",1,2,7,1
"1587",2,1,7,1
"1588",1,1,7,1
"1589",1,1,4,1
"1590",1,2,4,1
"1591",1,2,1,1
"1592",12,1,4,7
"1593",5,2,6,1
"1594",1,2,1,1
"1595",1,1,6,1
"1596",1,2,5,1
"1597",1,1,7,1
"1598",10,2,3,1
"1599",11,2,6,1
"1600",2,2,6,1
"1601",1,2,1,1
"1602",2,2,4,1
"1603",1,1,7,1
"1604",10,2,1,3
"1605",11,2,1,1
"1606",9,2,5,1
"1607",7,2,4,1
"1608",1,1,1,2
"1609",1,1,5,1
"1610",12,2,1,1
"1611",12,1,1,2
"1612",2,2,5,7
"1613",1,2,6,1
"1614",11,2,1,1
"1615",1,2,1,2
"1616",1,1,7,1
"1617",10,2,6,1
"1618",1,1,7,1
"1619",2,2,7,1
"1620",1,2,2,1
"1621",1,2,4,1
"1622",2,1,1,1
"1623",10,2,1,1
"1624",1,2,2,2
"1625",2,2,1,6
"1626",1,1,2,2
"1627",1,2,2,2
"1628",1,1,2,2
"1629",1,2,3,1
"1630",1,1,6,1
"1631",1,1,5,4
"1632",9,2,3,1
"1633",1,1,5,2
"1634",2,2,4,1
"1635",2,2,6,1
"1636",2,2,5,1
"1637",11,2,8,1
"1638",1,1,5,1
"1639",1,1,5,1
"1640",9,2,1,1
"1641",1,2,1,1
"1642",11,2,1,1
"1643",1,2,3,1
"1644",1,2,4,1
"1645",2,2,1,1
"1646",2,2,4,1
"1647",1,2,6,1
"1648",1,1,2,1
"1649",10,2,7,1
"1650",1,1,4,1
"1651",11,2,2,1
"1652",1,1,5,1
"1653",1,1,4,1
"1654",1,1,7,1
"1655",11,2,3,1
"1656",1,1,7,1
"1657",11,2,6,1
"1658",1,1,3,1
"1659",1,1,6,1
"1660",2,2,4,1
"1661",1,2,2,1
"1662",11,2,1,1
"1663",2,2,7,1
"1664",1,2,7,1
"1665",11,2,1,1
"1666",5,2,5,1
"1667",1,2,7,1
"1668",1,2,1,1
"1669",1,1,1,2
"1670",1,2,1,3
"1671",2,2,3,1
"1672",1,2,6,3
"1673",1,1,5,1
"1674",11,2,2,3
"1675",9,2,3,1
"1676",2,2,4,1
"1677",1,1,7,1
"1678",1,2,3,1
"1679",2,2,3,1
"1680",2,1,5,1
"1681",1,1,6,1
"1682",11,1,1,1
"1683",1,2,7,7
"1684",1,2,7,2
"1685",10,2,1,1
"1686",1,1,6,1
"1687",1,2,7,1
"1688",12,2,3,1
"1689",1,2,1,1
"1690",1,2,1,2
"1691",12,2,1,1
"1692",10,2,4,1
"1693",10,2,1,1
"1694",12,2,1,1
"1695",1,2,4,1
"1696",1,1,4,1
"1697",1,2,3,1
"1698",1,1,6,2
"1699",1,1,5,1
"1700",2,2,1,1
"1701",11,2,5,1
"1702",1,1,6,1
"1703",11,2,1,1
"1704",1,2,1,1
"1705",3,1,4,6
"1706",1,1,7,1
"1707",2,2,8,1
"1708",11,2,1,1
"1709",1,1,1,2
"1710",1,2,5,1
"1711",9,2,1,1
"1712",2,1,6,1
"1713",2,2,1,1
"1714",5,2,1,1
"1715",5,2,4,1
"1716",10,2,4,2
"1717",11,2,4,1
"1718",1,1,4,1
"1719",9,2,1,1
"1720",1,1,6,1
"1721",1,1,5,1
"1722",5,2,7,1
"1723",1,2,6,1
"1724",11,2,1,1
"1725",1,2,2,1
"1726",1,2,2,1
"1727",1,2,2,1
"1728",2,2,4,1
"1729",5,2,6,1
"1730",10,2,3,1
"1731",10,2,7,1
"1732",2,2,6,1
"1733",1,1,7,1
"1734",10,2,4,1
"1735",1,2,1,1
"1736",1,1,7,1
"1737",2,2,7,1
"1738",2,2,4,1
"1739",11,2,1,2
"1740",10,2,7,1
"1741",1,1,6,1
"1742",9,2,3,7
"1743",2,2,3,1
"1744",1,1,7,1
"1745",1,1,4,1
"1746",1,1,4,1
"1747",9,2,4,1
"1748",9,2,1,1
"1749",2,2,5,1
"1750",1,1,2,1
"1751",9,2,2,6
"1752",5,2,1,1
"1753",11,2,7,1
"1754",11,2,6,1
"1755",11,2,6,1
"1756",1,1,2,2
"1757",10,2,5,1
"1758",2,1,6,1
"1759",11,2,5,1
"1760",2,2,1,1
"1761",12,2,5,1
"1762",9,2,1,6
"1763",1,2,6,1
"1764",1,2,3,1
"1765",1,1,4,1
"1766",5,2,7,1
"1767",1,1,6,1
"1768",10,2,1,1
"1769",1,1,4,2
"1770",11,1,8,3
"1771",1,1,7,1
"1772",1,1,7,1
"1773",12,1,6,1
"1774",1,1,5,1
"1775",1,2,7,1
"1776",1,1,1,2
"1777",2,2,5,1
"1778",1,1,5,1
"1779",1,1,6,1
"1780",1,2,3,1
"1781",2,2,7,1
"1782",12,2,1,1
"1783",2,2,2,1
"1784",1,2,2,1
"1785",11,1,4,5
"1786",10,2,1,1
"1787",11,2,3,1
"1788",1,1,7,1
"1789",2,1,1,3
"1790",1,2,1,1
"1791",10,2,1,2
"1792",1,1,7,1
"1793",1,1,5,1
"1794",1,1,4,1
"1795",1,1,6,7
"1796",1,1,7,1
"1797",1,2,7,1
"1798",2,1,7,1
"1799",11,2,6,1
"1800",1,1,1,2
"1801",2,2,4,1
"1802",1,1,1,1
"1803",1,1,1,3
"1804",1,1,5,1
"1805",1,2,4,1
"1806",1,2,7,1
"1807",9,2,7,1
"1808",1,2,5,1
"1809",11,2,4,1
"1810",1,2,4,1
"1811",11,2,1,1
"1812",2,2,4,3
"1813",2,2,1,3
"1814",2,2,4,3
"1815",11,2,4,4
"1816",2,1,7,1
"1817",11,2,2,1
"1818",11,2,7,1
"1819",11,2,4,1
"1820",1,1,4,1
"1821",2,2,1,1
"1822",12,2,4,1
"1823",2,2,6,1
"1824",1,1,6,1
"1825",1,1,7,1
"1826",10,2,4,1
"1827",10,2,1,1
"1828",11,2,8,1
"1829",1,2,4,1
"1830",11,2,4,1
"1831",11,2,2,1
"1832",11,1,6,2
"1833",11,2,7,1
"1834",11,2,1,1
"1835",10,2,3,1
"1836",2,2,2,1
"1837",1,1,7,2
"1838",12,2,2,1
"1839",1,2,6,1
"1840",11,2,4,1
"1841",3,2,4,7
"1842",2,2,4,1
"1843",12,1,1,3
"1844",9,2,1,2
"1845",11,2,5,1
"1846",6,2,1,4
"1847",1,1,6,1
"1848",11,2,4,1
"1849",1,1,6,1
"1850",11,2,4,1
"1851",11,2,1,2
"1852",1,2,6,1
"1853",1,1,5,1
"1854",1,2,2,2
"1855",1,1,8,3
"1856",11,2,4,1
"1857",11,2,8,1
"1858",1,2,6,1
"1859",12,2,7,1
"1860",2,2,1,1
"1861",2,2,5,1
"1862",11,2,4,1
"1863",9,2,3,1
"1864",11,2,1,2
"1865",11,2,4,1
"1866",3,1,4,1
"1867",11,2,6,1
"1868",1,1,1,2
"1869",1,1,6,1
"1870",1,1,4,1
"1871",12,1,4,3
"1872",1,2,4,3
"1873",1,1,5,1
"1874",1,2,1,1
"1875",11,1,3,1
"1876",1,1,4,1
"1877",11,2,5,1
"1878",1,2,3,2
"1879",11,2,2,1
"1880",1,2,4,1
"1881",2,1,8,1
"1882",12,2,3,1
"1883",12,2,7,1
"1884",2,2,1,3
"1885",2,2,7,1
"1886",7,2,3,1
"1887",1,1,1,1
"1888",11,2,3,2
"1889",2,2,2,1
"1890",12,2,1,1
"1891",9,2,1,1
"1892",1,2,5,1
"1893",2,2,8,6
"1894",2,2,1,1
"1895",2,2,1,1
"1896",1,2,5,1
"1897",1,2,6,3
"1898",3,2,6,1
"1899",1,2,4,1
"1900",1,1,1,2
"1901",11,1,1,2
"1902",1,1,2,5
"1903",11,2,4,7
"1904",11,1,2,2
"1905",12,2,4,2
"1906",10,2,7,3
"1907",9,2,2,4
"1908",1,1,1,2
"1909",12,2,1,6
"1910",11,2,4,1
"1911",5,2,6,1
"1912",10,2,2,1
"1913",12,2,4,1
"1914",2,2,4,7
"1915",1,2,4,1
"1916",2,2,6,1
"1917",2,2,1,1
"1918",11,2,2,1
"1919",2,2,2,1
"1920",2,2,4,1
"1921",1,1,7,1
"1922",1,2,3,1
"1923",2,1,7,1
"1924",2,2,1,1
"1925",1,1,7,1
"1926",5,2,2,3
"1927",1,2,6,3
"1928",2,2,7,1
"1929",11,2,6,1
"1930",11,2,7,1
"1931",2,2,2,1
"1932",2,2,1,1
"1933",1,2,7,1
"1934",11,2,1,1
"1935",10,2,3,1
"1936",1,2,7,1
"1937",2,2,5,1
"1938",2,2,4,1
"1939",1,2,2,1
"1940",9,2,1,1
"1941",11,2,4,1
"1942",2,2,1,1
"1943",1,2,4,1
"1944",2,2,1,1
"1945",9,2,5,1
"1946",9,2,1,1
"1947",2,2,2,1
"1948",9,2,1,1
"1949",11,2,5,1
"1950",11,1,7,1
"1951",11,2,2,1
"1952",2,2,2,1
"1953",2,2,1,1
"1954",12,1,7,1
"1955",11,2,1,1
"1956",9,2,4,1
"1957",1,2,6,1
"1958",1,2,8,1
"1959",2,2,4,1
"1960",11,2,4,1
"1961",1,1,4,1
"1962",12,2,6,1
"1963",11,2,2,1
"1964",12,2,8,2
"1965",7,2,2,4
"1966",1,2,1,1
"1967",1,1,1,1
"1968",2,2,7,1
"1969",2,2,2,1
"1970",2,2,1,1
"1971",1,2,3,1
"1972",10,2,1,1
"1973",1,1,1,1
"1974",9,2,3,1
"1975",2,2,5,1
"1976",2,2,6,1
"1977",1,1,6,1
"1978",2,2,4,1
"1979",10,2,3,1
"1980",1,2,2,1
"1981",11,2,1,1
"1982",12,2,2,1
"1983",1,1,4,1
"1984",11,2,2,1
"1985",1,2,6,1
"1986",9,2,1,1
"1987",11,2,1,1
"1988",1,1,7,1
"1989",11,2,3,1
"1990",5,2,5,1
"1991",2,2,7,1
"1992",1,1,2,1
"1993",10,2,1,1
"1994",1,2,1,1
"1995",1,2,7,1
"1996",1,1,7,1
"1997",1,2,1,1
"1998",1,1,6,1
"1999",2,2,7,1
"2000",1,2,5,1
"2001",1,1,5,1
"2002",11,2,1,1
"2003",1,2,3,1
"2004",1,2,1,1
"2005",1,1,2,1
"2006",9,2,1,1
"2007",5,2,4,1
"2008",1,2,4,1
"2009",9,2,1,1
"2010",1,2,1,1
"2011",1,2,1,1
"2012",1,2,2,1
"2013",7,2,1,1
"2014",1,2,2,1
"2015",12,2,1,1
"2016",1,1,2,1
"2017",5,2,2,1
"2018",1,2,2,1
"2019",1,2,2,1
"2020",2,2,2,1
"2021",1,1,5,1
"2022",2,2,1,1
"2023",2,1,4,1
"2024",1,2,3,1
"2025",1,2,7,1
"2026",1,1,2,1
"2027",11,2,5,1
"2028",2,2,3,1
"2029",1,1,1,1
"2030",5,2,2,1
"2031",2,2,2,1
"2032",1,2,7,1
"2033",1,2,1,1
"2034",2,2,5,1
"2035",12,2,3,5
"2036",5,2,1,1
"2037",1,2,2,1
"2038",2,2,3,1
"2039",2,2,7,1
"2040",1,1,7,1
"2041",1,1,5,1
"2042",1,1,4,1
"2043",11,2,3,1
"2044",2,2,5,1
"2045",2,2,5,1
"2046",1,2,2,1
"2047",1,1,2,1
"2048",1,1,1,1
"2049",11,2,4,1
"2050",2,2,3,1
"2051",1,2,1,1
"2052",11,2,1,1
"2053",2,2,1,1
"2054",1,2,3,2
"2055",10,2,1,1
"2056",1,1,7,1
"2057",11,2,2,1
"2058",1,2,6,1
"2059",2,1,7,1
"2060",10,2,1,1
"2061",2,2,7,1
"2062",1,1,1,2
"2063",11,1,1,2
"2064",1,1,1,2
"2065",2,2,7,4
"2066",2,2,8,4
"2067",1,1,1,2
"2068",1,2,1,2
"2069",2,2,4,2
"2070",1,2,1,2
"2071",9,2,1,2
"2072",1,1,6,4
"2073",11,2,8,3
"2074",2,2,1,3
"2075",5,1,1,2
"2076",1,2,4,1
"2077",2,2,4,1
"2078",10,2,6,1
"2079",11,1,1,1
"2080",1,2,3,1
"2081",1,1,5,1
"2082",10,2,4,1
"2083",1,1,5,1
"2084",9,2,1,3
"2085",9,2,3,3
"2086",2,2,2,3
"2087",11,2,5,1
"2088",12,1,3,1
"2089",1,2,6,1
"2090",1,2,6,1
"2091",1,1,7,1
"2092",12,1,7,1
"2093",1,1,7,1
"2094",1,1,2,1
"2095",1,1,5,1
"2096",1,2,6,1
"2097",1,1,7,1
"2098",10,2,1,1
"2099",1,2,7,1
"2100",1,2,4,1
"2101",11,2,5,1
"2102",1,1,5,1
"2103",1,2,4,1
"2104",11,2,7,1
"2105",9,2,1,1
"2106",3,2,4,1
"2107",2,2,4,1
"2108",10,2,4,1
"2109",9,2,3,1
"2110",2,1,1,1
"2111",11,2,3,1
"2112",1,1,1,1
"2113",1,1,7,1
"2114",2,2,3,1
"2115",1,2,6,1
"2116",1,2,1,1
"2117",1,2,2,1
"2118",2,2,4,1
"2119",1,1,7,1
"2120",1,1,4,1
"2121",10,2,4,1
"2122",1,2,1,1
"2123",12,2,4,1
"2124",1,1,4,1
"2125",10,2,3,1
"2126",12,1,1,1
"2127",1,1,5,1
"2128",1,1,3,1
"2129",11,2,2,1
"2130",1,1,3,1
"2131",1,1,7,1
"2132",1,2,1,1
"2133",1,2,1,1
"2134",9,2,2,1
"2135",2,2,1,1
"2136",9,2,4,4
"2137",1,1,5,7
"2138",11,2,2,4
"2139",2,2,6,7
"2140",2,2,1,1
"2141",9,2,1,1
"2142",1,1,5,1
"2143",12,2,4,1
"2144",11,2,3,1
"2145",1,2,7,1
"2146",1,1,1,1
"2147",1,2,6,1
"2148",11,2,4,1
"2149",5,2,7,1
"2150",1,2,7,1
"2151",2,2,5,1
"2152",1,2,7,1
"2153",9,2,2,1
"2154",12,2,1,6
"2155",2,2,2,1
"2156",1,1,6,1
"2157",9,2,3,1
"2158",1,1,2,1
"2159",11,2,4,1
"2160",2,2,3,1
"2161",1,2,5,1
"2162",2,2,1,1
"2163",12,2,1,1
"2164",1,1,7,1
"2165",1,1,4,1
"2166",1,1,2,2
"2167",2,1,3,2
"2168",1,2,2,1
"2169",11,2,2,1
"2170",12,2,5,1
"2171",3,1,4,1
"2172",1,2,7,1
"2173",2,2,6,1
"2174",1,2,6,1
"2175",12,2,4,1
"2176",12,2,5,1
"2177",10,2,3,1
"2178",7,2,5,1
"2179",11,2,4,1
"2180",2,2,4,1
"2181",4,2,6,1
"2182",11,2,4,1
"2183",12,1,4,1
"2184",5,2,1,1
"2185",1,2,1,1
"2186",1,1,5,1
"2187",1,2,7,1
"2188",2,2,6,1
"2189",1,2,3,1
"2190",9,2,1,1
"2191",2,2,2,1
"2192",2,2,2,3
"2193",2,1,6,3
"2194",2,2,5,1
"2195",1,1,5,1
"2196",2,2,4,1
"2197",2,2,3,1
"2198",11,2,5,1
"2199",12,2,1,1
"2200",1,2,1,1
"2201",10,2,3,1
"2202",5,2,3,1
"2203",2,2,7,1
"2204",1,1,5,1
"2205",10,2,4,1
"2206",1,1,7,1
"2207",1,2,3,1
"2208",1,1,6,1
"2209",2,2,7,1
"2210",1,2,1,1
"2211",11,2,5,1
"2212",5,2,5,1
"2213",10,2,3,1
"2214",9,2,1,1
"2215",5,2,1,1
"2216",9,2,3,3
"2217",10,2,2,3
"2218",1,2,1,2
"2219",11,1,2,1
"2220",5,2,1,1
"2221",12,2,1,1
"2222",2,2,6,1
"2223",1,2,1,1
"2224",1,1,7,1
"2225",1,2,1,1
"2226",1,1,4,1
"2227",11,2,7,1
"2228",2,2,6,1
"2229",1,1,5,1
"2230",1,2,2,1
"2231",3,2,7,1
"2232",1,1,2,1
"2233",3,2,6,1
"2234",4,2,7,1
"2235",5,2,1,1
"2236",2,2,5,1
"2237",1,1,7,1
"2238",11,2,6,1
"2239",2,2,4,1
"2240",11,2,4,1
"2241",1,2,6,1
"2242",2,2,1,1
"2243",1,2,5,1
"2244",1,1,7,1
"2245",2,2,4,6
"2246",2,2,4,7
"2247",2,1,5,7
"2248",1,1,7,7
"2249",1,1,1,2
"2250",1,1,2,2
"2251",1,2,1,2
"2252",1,1,1,2
"2253",9,2,2,2
"2254",11,2,1,2
"2255",2,2,4,1
"2256",11,2,1,2
"2257",2,2,3,2
"2258",11,2,6,1
"2259",1,2,5,1
"2260",11,1,2,2
"2261",9,2,1,1
"2262",5,2,1,1
"2263",9,2,1,1
"2264",1,1,3,1
"2265",2,2,3,4
"2266",1,1,1,2
"2267",1,1,1,2
"2268",9,2,4,6
"2269",1,1,3,2
"2270",12,2,1,2
"2271",12,1,6,1
"2272",2,2,2,2
"2273",11,2,8,5
"2274",2,2,4,3
"2275",9,2,4,1
"2276",1,1,8,1
"2277",12,2,1,1
"2278",9,2,1,1
"2279",1,1,7,1
"2280",11,2,6,1
"2281",11,2,1,1
"2282",2,2,5,1
"2283",12,2,6,1
"2284",12,1,7,1
"2285",1,2,1,1
"2286",11,2,3,1
"2287",1,2,1,1
"2288",1,2,7,1
"2289",1,2,7,1
"2290",9,2,4,1
"2291",1,2,5,1
"2292",2,2,7,1
"2293",2,2,7,1
"2294",9,2,1,1
"2295",1,2,5,1
"2296",1,2,2,1
"2297",12,2,2,1
"2298",2,2,2,1
"2299",1,1,7,1
"2300",2,2,1,1
"2301",2,2,5,1
"2302",9,2,1,1
"2303",1,1,6,1
"2304",1,1,6,1
"2305",1,1,7,1
"2306",11,2,4,1
"2307",1,1,7,1
"2308",1,1,1,1
"2309",1,2,7,1
"2310",1,1,5,1
"2311",1,2,1,1
"2312",1,1,7,1
"2313",1,1,2,1
"2314",12,2,5,1
"2315",1,2,7,1
"2316",12,2,4,1
"2317",10,2,1,1
"2318",2,2,4,1
"2319",3,1,6,1
"2320",12,2,1,1
"2321",2,2,6,1
"2322",1,1,4,1
"2323",1,1,7,1
"2324",1,1,6,1
"2325",1,1,4,1
"2326",11,2,4,7
"2327",10,2,1,6
"2328",4,2,6,8
"2329",2,2,2,1
"2330",2,2,3,1
"2331",1,2,3,1
"2332",5,2,2,1
"2333",1,1,7,1
"2334",2,2,6,1
"2335",1,2,4,1
"2336",1,2,6,1
"2337",9,2,4,1
"2338",5,2,3,1
"2339",2,2,6,1
"2340",10,2,1,1
"2341",1,1,2,1
"2342",2,2,6,1
"2343",11,2,2,1
"2344",2,1,4,1
"2345",9,2,1,1
"2346",1,2,1,1
"2347",11,2,4,1
"2348",11,2,4,1
"2349",2,2,4,1
"2350",1,2,7,1
"2351",1,1,4,1
"2352",5,2,1,1
"2353",10,2,1,1
"2354",7,2,6,1
"2355",2,2,5,1
"2356",2,2,7,1
"2357",5,2,1,1
"2358",1,1,1,1
"2359",5,2,3,1
"2360",1,2,6,1
"2361",2,2,2,1
"2362",12,2,3,1
"2363",11,2,2,1
"2364",1,1,1,1
"2365",1,2,4,1
"2366",11,2,5,1
"2367",2,2,1,1
"2368",2,2,1,1
"2369",1,2,7,1
"2370",1,1,7,1
"2371",1,2,1,1
"2372",11,2,1,1
"2373",5,2,1,1
"2374",5,2,1,1
"2375",11,2,4,1
"2376",11,2,1,1
"2377",1,1,1,1
"2378",12,2,1,1
"2379",1,2,4,1
"2380",12,2,1,1
"2381",5,2,1,1
"2382",10,2,1,1
"2383",9,2,1,1
"2384",2,2,1,1
"2385",2,2,6,1
"2386",9,2,3,1
"2387",5,2,1,1
"2388",11,2,1,1
"2389",1,1,7,1
"2390",11,2,6,1
"2391",10,2,7,1
"2392",1,2,2,1
"2393",1,1,5,1
"2394",11,2,2,1
"2395",1,2,6,1
"2396",11,2,7,1
"2397",11,2,1,1
"2398",2,2,1,1
"2399",9,2,1,1
"2400",1,2,3,1
"2401",1,2,3,1
"2402",5,2,1,1
"2403",5,2,1,1
"2404",2,2,1,1
"2405",2,2,6,1
