"","religpew","pew_bornagain","pid7","race","inputstate","ideo5"
"51700",2,2,4,3,9,6
"51701",9,2,3,6,9,2
"51702",1,1,6,1,21,5
"51703",11,2,1,1,17,2
"51704",1,1,7,1,48,4
"51705",5,2,2,1,42,6
"51706",1,2,2,1,42,3
"51707",1,2,4,1,6,3
"51708",1,1,8,1,21,1
"51709",1,2,1,1,37,6
"51710",1,2,2,1,39,4
"51711",1,1,7,1,48,4
"51712",1,1,1,2,18,3
"51713",2,2,4,3,6,3
"51714",1,1,6,3,6,4
"51715",2,2,1,1,26,1
"51716",2,2,7,4,17,4
"51717",2,2,3,1,29,2
"51718",11,2,1,1,4,2
"51719",2,2,1,1,42,6
"51720",1,2,3,3,6,3
"51721",2,2,1,1,53,2
"51722",1,1,6,1,5,3
"51723",2,2,6,1,37,4
"51724",5,2,2,1,6,3
"51725",2,2,2,3,42,3
"51726",1,1,7,1,48,5
"51727",11,2,3,1,39,1
"51728",11,2,1,1,53,2
"51729",2,2,1,1,18,1
"51730",1,1,3,1,48,1
"51731",2,2,6,1,46,4
"51732",11,2,2,1,48,4
"51733",9,2,4,3,13,3
"51734",1,1,6,1,47,3
"51735",1,1,7,1,26,5
"51736",1,2,7,1,24,5
"51737",1,1,5,5,5,4
"51738",2,2,4,1,55,4
"51739",1,1,6,1,29,4
"51740",12,2,4,2,37,3
"51741",1,1,2,1,48,5
"51742",11,2,4,4,15,4
"51743",12,2,2,1,30,2
"51744",1,1,2,1,27,3
"51745",3,2,4,1,6,4
"51746",11,1,4,3,12,4
"51747",12,2,2,3,6,3
"51748",9,2,2,1,9,2
"51749",1,1,1,3,12,3
"51750",1,2,3,1,4,2
"51751",2,2,3,1,36,6
"51752",1,1,7,1,39,5
"51753",2,2,2,1,27,3
"51754",9,2,8,1,33,6
"51755",2,2,2,3,29,2
"51756",2,2,6,2,48,3
"51757",1,1,7,1,23,5
"51758",1,1,1,2,18,2
"51759",2,2,3,1,55,4
"51760",11,2,5,1,12,3
"51761",1,1,4,1,17,1
"51762",11,2,4,1,27,6
"51763",1,1,2,2,48,3
"51764",98,2,4,1,5,3
"51765",12,2,1,1,8,2
"51766",2,2,1,1,18,4
"51767",1,2,1,6,44,3
"51768",9,2,2,3,4,3
"51769",11,2,4,1,51,3
"51770",1,1,6,1,31,5
"51771",2,2,5,1,53,3
"51772",8,2,3,4,48,3
"51773",1,1,1,2,48,3
"51774",2,2,6,1,38,4
"51775",1,1,1,2,24,3
"51776",11,1,1,3,6,3
"51777",5,2,1,1,34,1
"51778",12,1,7,1,29,4
"51779",12,2,2,1,17,2
"51780",2,2,1,1,34,2
"51781",11,2,2,2,17,2
"51782",5,2,2,1,37,1
"51783",11,2,5,1,39,4
"51784",2,2,1,3,6,2
"51785",2,2,4,3,6,3
"51786",9,2,1,1,12,2
"51787",1,1,7,1,8,4
"51788",2,2,7,1,34,3
"51789",2,1,4,3,35,4
"51790",1,1,2,1,47,2
"51791",1,1,1,1,37,2
"51792",10,2,5,1,36,3
"51793",11,2,4,1,6,4
"51794",11,2,6,1,42,4
"51795",10,2,1,1,26,1
"51796",2,2,2,3,35,3
"51797",1,1,1,2,39,3
"51798",98,2,1,3,41,1
"51799",7,2,4,4,36,3
"51800",1,1,7,1,4,4
"51801",1,2,8,1,48,6
"51802",12,1,3,1,38,3
"51803",11,2,2,1,53,2
"51804",1,1,8,1,21,3
"51805",1,2,5,1,41,3
"51806",1,1,2,2,26,3
"51807",1,1,1,2,12,2
"51808",11,2,3,1,56,3
"51809",7,2,4,1,6,6
"51810",98,1,6,1,29,5
"51811",1,2,5,1,29,3
"51812",2,2,1,1,32,3
"51813",1,1,4,1,41,3
"51814",2,2,6,1,36,3
"51815",9,2,1,4,6,1
"51816",1,2,2,1,48,2
"51817",12,1,5,1,40,3
"51818",1,1,8,1,41,3
"51819",10,2,2,1,53,2
"51820",2,2,3,3,4,2
"51821",2,2,5,1,9,4
"51822",10,2,4,1,8,3
"51823",11,2,8,1,12,4
"51824",2,2,4,1,21,3
"51825",1,1,7,6,6,5
"51826",11,2,8,1,45,6
"51827",2,2,1,1,12,3
"51828",1,1,5,1,36,4
"51829",11,2,8,1,48,2
"51830",1,1,8,1,12,6
"51831",4,2,6,1,12,3
"51832",1,1,7,1,31,4
"51833",1,2,1,1,6,2
"51834",2,2,1,3,6,4
"51835",2,2,1,1,6,2
"51836",1,2,2,1,19,3
"51837",11,2,4,2,37,3
"51838",1,1,7,3,48,3
"51839",2,2,1,3,36,4
"51840",5,2,2,3,36,6
"51841",1,1,7,1,36,5
"51842",11,2,2,4,33,3
"51843",11,2,6,1,51,4
"51844",2,2,7,1,36,3
"51845",11,2,8,1,24,6
"51846",1,2,4,3,12,6
"51847",2,2,2,3,6,3
"51848",1,2,6,1,29,4
"51849",12,2,4,1,36,2
"51850",1,1,1,2,48,3
"51851",2,1,2,1,41,3
"51852",2,2,1,3,4,3
"51853",1,1,7,1,17,5
"51854",11,2,8,1,39,6
"51855",2,2,5,1,25,4
"51856",2,2,1,1,17,6
"51857",1,1,5,1,1,2
"51858",2,2,7,1,6,5
"51859",9,2,6,1,39,4
"51860",9,2,6,4,6,4
"51861",10,2,3,1,6,3
"51862",1,1,3,1,39,2
"51863",9,2,3,7,6,4
"51864",11,1,7,3,37,4
"51865",2,2,5,1,48,4
"51866",2,2,5,1,48,3
"51867",2,1,7,1,53,5
"51868",11,2,4,4,48,4
"51869",2,2,6,3,27,3
"51870",1,1,5,1,6,3
"51871",11,2,8,3,41,6
"51872",1,2,2,1,42,3
"51873",11,2,1,2,25,2
"51874",11,1,7,1,19,5
"51875",2,2,7,3,6,4
"51876",11,2,4,4,12,3
"51877",1,2,7,1,31,5
"51878",1,1,1,2,12,5
"51879",9,2,1,1,6,2
"51880",1,1,4,1,8,3
"51881",1,2,3,2,48,3
"51882",10,2,3,1,12,3
"51883",12,1,4,1,6,3
"51884",11,2,2,3,6,2
"51885",1,1,4,3,12,3
"51886",11,2,3,1,37,3
"51887",11,2,4,1,39,3
"51888",9,2,3,1,48,2
"51889",1,1,7,5,40,4
"51890",2,2,7,1,55,4
"51891",12,2,1,1,6,3
"51892",11,2,3,2,42,3
"51893",11,2,4,1,21,3
"51894",2,2,2,3,36,3
"51895",12,2,2,1,13,2
"51896",2,2,1,3,6,2
"51897",2,1,1,1,47,2
"51898",3,1,5,1,36,3
"51899",1,1,7,1,36,5
"51900",1,1,2,1,12,3
"51901",7,2,3,3,48,2
"51902",1,2,1,2,53,2
"51903",1,1,7,1,35,5
"51904",12,2,1,1,25,2
"51905",11,1,4,1,29,2
"51906",10,2,4,1,18,3
"51907",7,2,4,4,39,3
"51908",11,2,1,3,6,3
"51909",12,1,4,1,55,6
"51910",2,2,2,3,48,4
"51911",11,2,8,1,42,6
"51912",11,2,1,2,48,4
"51913",2,2,1,3,6,4
"51914",1,2,6,1,36,4
"51915",2,2,1,3,6,3
"51916",12,2,4,1,25,1
"51917",1,1,1,2,17,3
"51918",3,2,7,3,16,5
"51919",11,2,2,4,6,2
"51920",1,1,7,5,16,4
"51921",2,2,1,3,44,2
"51922",9,2,1,3,6,2
"51923",11,2,2,1,48,2
"51924",11,2,1,2,48,2
"51925",11,2,8,1,34,3
"51926",2,2,2,4,36,2
"51927",11,2,8,4,6,2
"51928",9,2,1,6,48,1
"51929",11,2,5,1,21,4
"51930",1,2,7,1,37,4
"51931",7,2,2,4,8,2
"51932",1,2,5,1,34,3
"51933",11,1,7,1,42,5
"51934",1,2,3,1,20,3
"51935",2,2,1,3,32,3
"51936",1,1,1,2,37,1
"51937",1,2,4,3,6,3
"51938",1,1,6,1,37,4
"51939",11,2,8,6,6,2
"51940",10,2,4,1,51,3
"51941",3,1,2,1,12,3
"51942",2,2,7,5,40,4
"51943",2,1,5,1,22,4
"51944",8,2,4,4,6,3
"51945",1,1,2,2,22,3
"51946",1,2,7,1,39,4
"51947",11,2,2,2,1,2
"51948",11,2,3,3,6,2
"51949",11,2,1,2,1,2
"51950",11,2,1,1,6,2
"51951",10,2,4,1,48,3
"51952",2,2,4,1,36,6
"51953",11,2,5,1,51,3
"51954",9,2,3,1,30,2
"51955",1,2,5,1,51,4
"51956",1,2,4,1,42,3
"51957",4,2,1,1,12,4
"51958",2,2,6,1,42,4
"51959",2,2,8,1,48,6
"51960",1,1,6,1,26,4
"51961",1,1,6,1,48,3
"51962",11,2,2,4,27,2
"51963",1,2,1,2,13,2
"51964",2,2,2,1,6,5
"51965",10,2,6,1,17,4
"51966",10,2,5,3,6,4
"51967",1,1,3,1,37,1
"51968",2,2,7,3,6,5
"51969",10,2,3,1,1,2
"51970",8,2,1,4,36,1
"51971",1,1,4,3,4,3
"51972",2,2,8,4,6,6
"51973",11,2,1,1,18,2
"51974",1,2,2,2,37,2
"51975",1,1,7,1,8,5
"51976",1,2,4,1,48,3
"51977",11,2,7,1,55,5
"51978",11,1,1,1,47,2
"51979",1,2,6,1,48,4
"51980",1,2,4,1,37,4
"51981",1,1,5,1,5,3
"51982",2,2,3,4,32,2
"51983",1,2,6,1,8,4
"51984",1,1,2,3,6,2
"51985",1,1,1,1,48,3
"51986",2,2,5,1,4,4
"51987",2,2,4,1,29,6
"51988",1,1,3,2,47,1
"51989",2,2,5,3,6,2
"51990",2,1,8,3,48,6
"51991",8,2,4,4,48,2
"51992",1,2,1,2,47,3
"51993",1,1,4,4,36,3
"51994",1,1,1,1,4,1
"51995",2,2,2,3,53,3
"51996",11,2,8,1,42,6
"51997",2,2,3,1,27,3
"51998",1,1,2,1,51,3
"51999",2,1,7,1,45,4
"52000",10,2,3,2,34,2
"52001",11,2,1,1,6,1
"52002",2,2,6,1,12,4
"52003",2,2,5,1,36,4
"52004",1,1,6,1,31,4
"52005",1,2,6,1,6,3
"52006",2,2,7,4,17,4
"52007",5,2,1,1,6,1
"52008",1,2,6,1,17,4
"52009",2,1,1,1,25,1
"52010",2,2,1,1,6,3
"52011",2,2,1,3,48,2
"52012",9,2,1,4,32,2
"52013",1,2,1,1,47,2
"52014",11,2,2,2,39,3
"52015",11,2,1,1,42,2
"52016",1,1,4,1,18,4
"52017",10,2,3,1,41,1
"52018",1,1,1,1,53,4
"52019",11,2,7,1,49,5
"52020",11,1,4,1,39,3
"52021",5,2,1,3,34,2
"52022",2,2,2,1,12,3
"52023",1,2,7,1,32,4
"52024",5,2,6,1,36,4
"52025",12,1,7,1,20,6
"52026",1,2,3,1,26,3
"52027",12,1,4,1,6,3
"52028",11,1,6,1,4,3
"52029",1,1,4,1,22,4
"52030",12,2,6,4,15,3
"52031",1,2,8,1,26,2
"52032",2,2,4,3,6,2
"52033",2,2,2,3,6,4
"52034",11,2,3,2,34,6
"52035",11,2,5,3,4,2
"52036",1,2,4,1,26,3
"52037",1,1,1,1,6,3
"52038",5,2,3,1,35,2
"52039",10,2,1,1,41,1
"52040",9,2,4,4,6,3
"52041",3,2,2,6,15,2
"52042",2,2,2,3,53,3
"52043",4,2,7,1,13,4
"52044",5,2,1,1,36,1
"52045",1,2,3,1,31,2
"52046",5,2,6,1,36,4
"52047",2,2,1,3,12,4
"52048",11,2,2,3,6,2
"52049",1,1,5,3,6,3
"52050",11,2,1,1,55,3
"52051",11,2,8,4,12,6
"52052",12,1,3,2,36,3
"52053",9,2,2,1,17,3
"52054",12,2,3,1,6,3
"52055",11,2,3,4,41,4
"52056",2,2,8,4,17,3
"52057",1,2,4,1,39,3
"52058",1,2,7,1,42,4
"52059",11,2,6,4,6,4
"52060",12,2,4,1,29,6
"52061",9,2,3,1,6,3
"52062",1,1,7,1,1,4
"52063",1,1,1,1,4,2
"52064",11,2,4,1,21,1
"52065",11,2,6,1,8,3
"52066",1,2,4,1,27,3
"52067",9,2,1,1,36,2
"52068",1,2,4,1,42,6
"52069",2,2,4,2,13,3
"52070",11,2,1,1,34,2
"52071",2,1,4,3,6,5
"52072",9,1,1,2,24,3
"52073",11,2,4,4,6,3
"52074",2,2,1,1,12,3
"52075",12,2,1,3,41,2
"52076",1,1,1,2,13,3
"52077",11,1,4,2,32,4
"52078",1,1,1,1,20,2
"52079",2,1,7,1,47,4
"52080",2,2,5,1,36,4
"52081",9,2,1,1,53,1
"52082",2,2,5,1,1,4
"52083",12,2,6,1,39,3
"52084",11,2,6,4,24,3
"52085",1,1,7,1,29,3
"52086",1,2,1,2,45,3
"52087",1,2,1,2,54,2
"52088",2,2,2,1,12,3
"52089",1,1,4,4,15,4
"52090",1,1,6,1,1,4
"52091",2,2,1,1,38,4
"52092",2,2,1,2,24,2
"52093",1,2,1,1,17,3
"52094",1,1,3,1,36,2
"52095",11,2,2,2,12,3
"52096",2,2,2,3,48,3
"52097",9,2,2,1,55,2
"52098",11,2,3,2,6,3
"52099",1,2,7,1,51,4
"52100",10,2,2,1,5,3
"52101",1,1,7,1,6,5
"52102",11,2,3,1,12,3
"52103",12,2,3,1,26,3
"52104",7,2,6,4,6,3
"52105",12,2,4,1,12,2
"52106",1,1,4,2,12,3
"52107",1,2,1,2,11,2
"52108",11,2,1,1,26,1
"52109",1,2,4,3,12,6
"52110",2,2,7,1,22,4
"52111",10,2,3,4,6,3
"52112",10,2,4,5,22,3
"52113",2,2,8,1,42,6
"52114",11,2,4,1,37,3
"52115",4,1,5,1,6,4
"52116",1,2,2,1,29,3
"52117",10,2,4,1,6,3
"52118",10,2,4,1,6,3
"52119",2,2,8,1,24,6
"52120",2,2,4,1,33,3
"52121",11,2,4,6,39,6
"52122",2,2,4,1,25,4
"52123",2,2,7,1,12,4
"52124",2,2,2,1,26,3
"52125",10,2,2,3,51,2
"52126",6,2,1,3,10,2
"52127",1,1,1,2,22,1
"52128",1,1,7,1,55,4
"52129",2,2,1,1,24,6
"52130",1,1,4,1,39,3
"52131",2,2,4,1,25,3
"52132",11,2,1,2,36,3
"52133",1,1,4,1,5,3
"52134",2,2,7,5,39,5
"52135",2,2,1,1,12,2
"52136",5,2,4,3,36,3
"52137",11,2,1,2,34,3
"52138",11,2,1,1,8,2
"52139",12,2,4,1,21,6
"52140",1,1,5,1,29,4
"52141",2,1,3,1,4,6
"52142",10,2,3,1,38,3
"52143",2,2,1,1,40,1
"52144",2,1,1,3,12,4
"52145",10,2,1,1,35,1
"52146",1,1,7,1,42,4
"52147",2,2,7,1,12,4
"52148",1,1,7,1,18,5
"52149",1,2,8,1,13,3
"52150",10,2,4,1,51,2
"52151",2,2,1,1,34,3
"52152",2,2,2,1,51,3
"52153",9,2,1,1,26,2
"52154",8,2,1,4,25,3
"52155",11,2,5,1,42,3
"52156",1,1,7,3,51,3
"52157",12,1,7,1,12,1
"52158",2,2,2,1,42,1
"52159",1,2,6,1,45,4
"52160",2,2,2,1,42,3
"52161",12,1,5,1,39,4
"52162",1,1,2,2,21,3
"52163",1,2,6,1,42,3
"52164",2,1,7,1,42,3
"52165",12,2,4,1,12,3
"52166",6,2,1,2,22,5
"52167",10,1,1,2,48,5
"52168",11,2,3,1,51,3
"52169",11,2,2,1,12,6
"52170",1,2,7,1,25,3
"52171",1,1,5,1,21,4
"52172",1,2,1,1,36,2
"52173",2,2,4,1,9,3
"52174",1,1,5,1,42,4
"52175",1,2,7,1,39,4
"52176",10,2,4,1,19,3
"52177",11,2,4,1,55,6
"52178",1,1,3,3,4,3
"52179",2,1,8,1,25,2
"52180",1,2,2,1,45,6
"52181",11,2,4,1,26,3
"52182",11,2,5,1,12,4
"52183",8,2,4,4,34,6
"52184",1,1,7,1,51,4
"52185",5,2,6,1,12,3
"52186",1,1,7,1,13,4
"52187",11,2,4,1,25,6
"52188",1,2,4,1,19,2
"52189",6,2,1,2,42,4
"52190",2,1,7,1,4,4
"52191",1,2,2,1,24,6
"52192",1,1,4,1,19,4
"52193",1,2,7,1,20,4
"52194",98,2,8,1,36,6
"52195",2,2,3,2,37,3
"52196",1,1,7,1,16,5
"52197",1,2,2,5,53,2
"52198",2,2,5,3,48,3
"52199",2,2,6,1,39,4
"52200",12,1,4,1,13,6
"52201",8,2,1,4,34,2
"52202",2,2,3,1,45,3
"52203",9,2,4,1,44,6
"52204",2,2,6,1,33,3
"52205",1,2,1,1,42,2
"52206",1,1,6,1,51,4
"52207",12,2,7,1,29,6
"52208",5,2,7,1,36,6
"52209",12,2,6,1,6,3
"52210",1,2,7,1,34,4
"52211",6,1,1,3,36,5
"52212",1,1,2,1,12,3
"52213",3,1,7,3,12,4
"52214",2,2,1,1,42,3
"52215",1,2,4,1,31,3
"52216",1,2,7,1,55,4
"52217",1,2,6,1,12,3
"52218",2,2,6,1,12,3
"52219",2,1,7,3,39,4
"52220",10,2,3,1,39,3
"52221",10,2,2,1,37,2
"52222",11,1,3,2,47,3
"52223",12,2,3,1,6,2
"52224",2,2,4,1,8,2
"52225",12,2,6,1,26,4
"52226",1,1,7,1,21,3
"52227",11,2,4,1,18,4
"52228",11,2,7,1,40,4
"52229",2,2,5,1,55,3
"52230",12,2,4,5,53,3
"52231",11,2,7,1,29,5
"52232",2,2,3,3,34,2
"52233",2,2,1,2,48,3
"52234",11,2,1,3,13,3
"52235",1,1,7,1,21,5
"52236",1,2,6,1,17,3
"52237",11,1,4,1,51,2
"52238",2,2,1,3,39,2
"52239",11,2,6,1,51,6
"52240",1,2,1,1,36,1
"52241",11,2,3,1,48,3
"52242",2,2,7,1,12,3
"52243",1,1,1,2,17,1
"52244",1,2,3,1,19,2
"52245",4,1,7,1,48,4
"52246",1,1,7,1,12,4
"52247",9,2,2,6,13,2
"52248",1,1,7,1,12,5
"52249",1,2,5,1,37,4
"52250",10,2,4,4,34,3
"52251",1,2,2,1,48,3
"52252",2,2,7,1,51,4
"52253",1,2,7,1,36,5
"52254",1,2,2,4,6,4
"52255",2,2,5,1,39,2
"52256",2,2,1,1,36,1
"52257",11,2,3,1,48,4
"52258",11,2,5,1,13,4
"52259",1,1,4,1,53,3
"52260",1,1,7,1,54,2
"52261",8,2,8,2,9,4
"52262",1,1,8,1,39,2
"52263",3,2,4,1,5,3
"52264",11,2,1,2,34,1
"52265",11,2,3,1,18,3
"52266",1,1,2,1,39,3
"52267",12,2,2,1,6,3
"52268",9,2,1,1,53,1
"52269",11,1,1,2,24,5
"52270",9,2,3,1,48,1
"52271",1,1,7,2,37,4
"52272",9,2,3,8,33,1
"52273",11,2,7,1,55,5
"52274",1,1,7,1,22,5
"52275",1,2,1,1,19,3
"52276",9,2,1,1,33,2
"52277",12,2,1,1,37,1
"52278",1,1,6,1,12,3
"52279",2,2,2,3,9,3
"52280",1,1,2,1,55,3
"52281",1,2,6,1,51,4
"52282",11,1,2,2,17,3
"52283",2,2,6,1,55,3
"52284",1,1,3,2,9,6
"52285",2,2,7,1,17,4
"52286",1,2,7,1,18,1
"52287",1,2,6,1,45,4
"52288",11,1,5,1,22,3
"52289",11,2,8,1,21,3
"52290",11,2,2,1,36,3
"52291",11,2,4,1,42,3
"52292",2,2,2,1,12,4
"52293",2,2,6,1,19,4
"52294",11,2,8,1,39,6
"52295",1,2,1,1,6,2
"52296",1,1,7,1,8,5
"52297",1,1,3,1,27,3
"52298",11,2,2,1,21,3
"52299",1,2,1,2,36,2
"52300",1,2,5,1,55,3
"52301",11,2,3,1,37,3
"52302",2,2,6,4,42,3
"52303",2,2,3,2,36,2
"52304",2,2,7,1,29,4
"52305",11,1,6,1,4,3
"52306",12,2,1,3,36,2
"52307",5,1,1,1,42,2
"52308",11,2,4,1,17,1
"52309",11,2,7,1,25,3
"52310",1,1,6,1,13,4
"52311",1,1,1,1,45,5
"52312",8,2,1,4,36,3
"52313",2,1,2,3,6,2
"52314",2,2,1,1,42,4
"52315",1,1,6,1,47,4
"52316",10,2,2,1,9,2
"52317",1,1,4,1,27,3
"52318",1,2,7,1,37,3
"52319",2,2,7,3,12,4
"52320",11,2,1,1,12,1
"52321",10,2,2,1,20,2
"52322",2,2,4,1,9,6
"52323",2,2,2,1,12,3
"52324",1,2,3,1,53,1
"52325",11,2,5,1,42,3
"52326",11,2,7,1,16,4
"52327",11,1,4,1,18,2
"52328",2,2,3,3,22,2
"52329",2,2,8,1,12,6
"52330",1,2,6,1,48,4
"52331",1,2,2,1,42,3
"52332",2,2,4,1,6,2
"52333",2,2,4,1,36,6
"52334",12,2,7,1,45,4
"52335",3,2,7,1,49,3
"52336",1,1,6,1,55,5
"52337",1,1,5,1,1,6
"52338",1,1,4,1,55,6
"52339",10,2,3,2,34,1
"52340",9,2,2,1,17,3
"52341",1,1,4,1,6,3
"52342",11,2,4,4,6,1
"52343",1,1,4,1,12,2
"52344",1,2,2,1,47,4
"52345",2,2,3,3,9,3
"52346",11,2,4,6,26,4
"52347",1,1,2,1,26,2
"52348",7,2,2,1,42,2
"52349",11,1,4,1,54,3
"52350",1,1,6,3,12,3
"52351",10,2,2,1,34,2
"52352",1,2,1,1,42,5
"52353",2,1,5,1,34,4
"52354",2,2,2,1,6,2
"52355",1,1,7,1,13,4
"52356",11,2,8,3,26,6
"52357",5,2,1,1,6,1
"52358",2,2,1,1,17,4
"52359",1,2,4,1,19,4
"52360",1,2,8,1,39,6
"52361",11,2,8,1,27,3
"52362",2,2,1,1,22,2
"52363",11,2,2,1,5,3
"52364",11,2,1,1,34,2
"52365",2,2,2,1,48,3
"52366",1,2,8,1,19,6
"52367",2,2,7,3,12,4
"52368",12,1,4,1,48,4
"52369",1,1,1,2,22,3
"52370",1,2,2,1,12,2
"52371",11,2,4,1,20,6
"52372",5,2,1,1,36,1
"52373",11,1,3,1,5,3
"52374",11,2,4,1,37,8
"52375",1,2,5,1,39,4
"52376",7,2,2,1,42,2
"52377",11,2,8,1,19,6
"52378",11,2,5,1,37,2
"52379",7,2,3,4,46,3
"52380",9,2,1,1,21,4
"52381",2,1,1,3,26,1
"52382",11,2,4,1,16,2
"52383",1,2,4,1,39,5
"52384",2,2,4,1,12,2
"52385",11,2,1,1,48,3
"52386",9,2,1,1,12,1
"52387",98,1,6,1,1,6
"52388",2,2,4,3,36,3
"52389",11,2,7,1,23,3
"52390",2,2,1,3,36,1
"52391",12,2,8,4,55,2
"52392",5,2,6,1,36,3
"52393",9,2,3,4,12,2
"52394",1,1,4,1,25,3
"52395",11,2,3,1,26,3
"52396",2,1,4,3,12,3
"52397",10,2,1,1,12,3
"52398",1,1,2,2,48,3
"52399",11,1,5,1,12,4
"52400",2,2,3,3,12,4
"52401",1,2,8,1,31,6
"52402",1,2,1,1,55,3
"52403",2,2,4,1,12,3
"52404",1,1,6,1,48,4
"52405",11,2,7,1,39,3
"52406",11,2,3,2,12,1
"52407",1,2,3,1,12,2
"52408",1,1,1,1,40,3
"52409",11,2,4,1,36,4
"52410",1,1,6,1,13,4
"52411",1,2,6,1,17,3
"52412",11,1,3,2,37,1
"52413",7,2,1,4,53,3
"52414",11,2,4,1,12,3
"52415",11,2,6,1,26,3
"52416",1,2,7,1,1,2
"52417",2,2,7,1,6,3
"52418",2,2,2,3,6,3
"52419",2,2,5,1,25,3
"52420",11,2,8,1,18,6
"52421",1,1,7,5,1,5
"52422",1,2,2,1,17,3
"52423",9,2,1,1,4,1
"52424",9,2,3,1,8,3
"52425",2,2,5,1,42,5
"52426",11,2,2,1,26,2
"52427",9,2,3,3,12,3
"52428",2,2,1,1,18,6
"52429",10,2,1,1,23,1
"52430",9,2,4,1,41,2
"52431",2,2,1,2,42,3
"52432",1,1,1,2,42,1
"52433",11,2,5,1,36,3
"52434",11,2,4,1,55,3
"52435",1,2,6,1,17,4
"52436",1,1,1,2,21,1
"52437",1,2,1,1,33,4
"52438",11,2,8,6,26,6
"52439",5,2,2,1,34,3
"52440",11,2,8,1,42,3
"52441",1,1,4,1,48,4
"52442",2,2,1,1,13,2
"52443",2,2,6,1,4,4
"52444",2,2,7,2,16,4
"52445",1,1,6,1,12,4
"52446",2,2,1,3,36,2
"52447",2,2,2,3,36,4
"52448",1,2,7,1,12,3
"52449",2,2,1,3,6,1
"52450",1,1,5,1,22,4
"52451",11,2,5,1,35,3
"52452",11,2,4,1,26,6
"52453",11,2,8,1,25,3
"52454",10,2,4,1,21,3
"52455",10,2,2,3,6,4
"52456",1,1,7,1,24,3
"52457",2,2,7,1,23,3
"52458",1,2,2,1,27,4
"52459",2,2,1,1,12,1
"52460",2,2,2,1,25,3
"52461",11,2,5,1,51,5
"52462",12,2,4,1,48,3
"52463",2,2,1,1,29,2
"52464",2,2,1,1,4,2
"52465",2,1,2,3,12,3
"52466",11,2,1,1,26,3
"52467",11,2,6,1,18,3
"52468",1,2,1,1,39,1
"52469",11,2,1,1,17,2
"52470",1,1,6,1,40,4
"52471",1,1,7,1,18,5
"52472",11,1,1,2,12,1
"52473",2,2,4,1,29,3
"52474",11,1,4,1,13,3
"52475",1,1,4,1,51,3
"52476",1,2,2,1,28,2
"52477",11,2,2,4,53,2
"52478",2,1,1,1,13,1
"52479",1,2,6,1,9,4
"52480",10,2,4,1,21,1
"52481",2,2,4,1,53,3
"52482",2,2,8,1,34,3
"52483",12,2,1,1,19,2
"52484",10,2,3,1,13,6
"52485",4,1,2,1,48,4
"52486",2,2,4,1,18,4
"52487",1,2,2,1,12,3
"52488",5,2,1,1,4,4
"52489",1,1,6,3,48,4
"52490",11,2,3,1,48,3
"52491",3,2,7,1,16,4
"52492",8,1,6,4,39,4
"52493",1,2,1,1,27,4
"52494",11,2,2,1,12,3
"52495",2,2,4,3,36,6
"52496",2,1,1,3,25,1
"52497",2,2,7,1,42,4
"52498",12,2,6,1,55,4
"52499",1,1,5,1,42,6
"52500",1,2,3,1,25,3
"52501",10,2,1,1,51,1
"52502",11,2,4,1,6,6
"52503",9,2,2,1,12,2
"52504",2,1,1,2,13,3
"52505",2,2,8,3,12,3
"52506",2,2,1,1,25,3
"52507",11,2,5,3,48,3
"52508",11,2,4,3,6,2
"52509",12,2,1,1,26,1
"52510",2,2,2,3,53,1
"52511",1,1,7,3,48,4
"52512",1,2,2,1,17,2
"52513",11,2,3,2,45,2
"52514",11,2,2,3,4,2
"52515",2,2,1,1,21,6
"52516",2,2,4,1,22,4
"52517",1,1,4,3,12,3
"52518",10,2,5,1,12,5
"52519",10,2,6,1,30,4
"52520",11,2,4,1,42,6
"52521",5,2,7,1,6,4
"52522",10,2,1,1,23,2
"52523",3,2,1,1,12,2
"52524",1,2,4,1,53,2
"52525",2,2,7,1,24,4
"52526",1,2,6,1,24,4
"52527",12,1,1,1,17,2
"52528",1,1,1,1,18,3
"52529",7,2,2,4,36,2
"52530",1,2,6,1,34,5
"52531",1,2,1,1,48,2
"52532",1,2,4,1,31,4
"52533",2,2,1,3,34,2
"52534",2,2,4,3,36,3
"52535",12,2,3,1,48,3
"52536",2,2,1,3,48,3
"52537",2,2,2,1,33,3
"52538",1,1,1,2,36,2
"52539",2,2,5,1,6,4
"52540",11,1,6,1,51,4
"52541",2,2,2,3,48,2
"52542",1,2,1,2,12,3
"52543",1,1,2,2,13,3
"52544",11,1,1,1,48,6
"52545",9,2,6,1,21,4
"52546",1,2,1,2,42,2
"52547",10,2,5,1,6,4
"52548",2,2,6,1,37,3
"52549",2,2,7,1,36,5
"52550",2,2,3,1,36,3
"52551",2,2,2,3,34,2
"52552",12,1,6,1,6,4
"52553",11,2,3,3,48,2
"52554",7,1,7,1,21,2
"52555",2,2,1,3,6,3
"52556",2,2,4,1,12,3
"52557",1,2,8,1,48,3
"52558",11,2,2,2,29,3
"52559",12,2,8,1,17,6
"52560",11,2,1,1,29,2
"52561",11,2,7,7,54,5
"52562",2,2,4,1,12,2
"52563",11,2,3,1,6,2
"52564",98,2,8,1,6,6
"52565",11,2,2,6,41,3
"52566",2,2,3,1,34,3
"52567",1,1,5,3,25,3
"52568",9,2,6,6,48,3
"52569",11,2,3,1,37,3
"52570",1,1,7,7,6,4
"52571",1,1,1,2,34,3
"52572",11,2,7,1,12,2
